original_index	real_search	ingredient	search_title	page_title	description	page_url
1084		Jalapeño Popper	Jalapeño Popper	Jalapeño popper	Jalapeño poppers are jalapeño peppers that have been hollowed out, stuffed with a mixture of cheese, spices, and sometimes ground meat. 	http://en.wikipedia.org/wiki/Jalape%C3%B1o_popper
2471		Lamb Tagine	Lamb Tagine	Jamie's 15-Minute Meals	"Jamie's 15-Minute Meals is a UK food lifestyle programme which aired on Channel 4 in 2012. in each half-hour episode, host Jamie Oliver creates two meals, with each meal taking 15 minutes to prepare.
"	http://en.wikipedia.org/wiki/Jamie%27s_15-Minute_Meals
2437		Iberico Bacon	Iberico Bacon	Jamón ibérico	Jamón ibérico (Spanish: [xaˈmon iˈβeɾiko]; "Iberian ham", also called pata negra and carna negra [ˈpata ˈneɣɾa]; "black hoof") is a type of cured ham produced mostly in Spain, but also in some Portuguese regions where it is called presunto ibérico (Portuguese: [pɾɨˈzũtu iˈβɛɾiku]). 	http://en.wikipedia.org/wiki/Jam%C3%B3n_ib%C3%A9rico
1761		Serrano Ham	Serrano Ham eggs	Jamón serrano	"Jamón serrano (Spanish: [xaˈmon seˈrano]; ""Serrano ham"", literally ""ham from the sierra, or mountains"") is a type of jamón (dry-cured Spanish ham), which is generally served in thin slices, or occasionally diced.
"	http://en.wikipedia.org/wiki/Jam%C3%B3n_serrano
1762		Serrano Ham	Serrano Ham eggs	Jamón serrano	"Jamón serrano (Spanish: [xaˈmon seˈrano]; ""Serrano ham"", literally ""ham from the sierra, or mountains"") is a type of jamón (dry-cured Spanish ham), which is generally served in thin slices, or occasionally diced.
"	http://en.wikipedia.org/wiki/Jam%C3%B3n_serrano
1763		Serrano Ham	Serrano Ham eggs	Jamón serrano	"Jamón serrano (Spanish: [xaˈmon seˈrano]; ""Serrano ham"", literally ""ham from the sierra, or mountains"") is a type of jamón (dry-cured Spanish ham), which is generally served in thin slices, or occasionally diced.
"	http://en.wikipedia.org/wiki/Jam%C3%B3n_serrano
2679		Serrano Ham	Serrano Ham eggs	Jamón serrano	"Jamón serrano (Spanish: [xaˈmon seˈrano]; ""Serrano ham"", literally ""ham from the sierra, or mountains"") is a type of jamón (dry-cured Spanish ham), which is generally served in thin slices, or occasionally diced.
"	http://en.wikipedia.org/wiki/Jam%C3%B3n_serrano
2427	Japanese amberjack	Hamachi	Hamachi	Japanese amberjack	The Japanese amberjack or yellowtail, Seriola quinqueradiata, is a bony fish in the family Carangidae. 	http://en.wikipedia.org/wiki/Japanese_amberjack
2428	Japanese amberjack	Hamachi	Hamachi	Japanese amberjack	The Japanese amberjack or yellowtail, Seriola quinqueradiata, is a bony fish in the family Carangidae. 	http://en.wikipedia.org/wiki/Japanese_amberjack
1337	Jell-O	Orange Gelatin	Orange Gelatin	Jell-O	Jell-O is a brand name belonging to Illinois-based Kraft Foods for varieties of gelatin desserts, including fruit gels, puddings and no-bake cream pies. 	http://en.wikipedia.org/wiki/Jell-O
1903	Jell-O	Sweet Orange Gelatin Cups	Sweet Orange Gelatin Cups	Jell-O	Jell-O is a brand name belonging to Illinois-based Kraft Foods for varieties of gelatin desserts, including fruit gels, puddings and no-bake cream pies. 	http://en.wikipedia.org/wiki/Jell-O
2401		Grape Flavored Gelatin	Grape Flavored Gelatin	Jell-O	Jell-O is a brand name belonging to Illinois-based Kraft Foods for varieties of gelatin desserts, including fruit gels, puddings and no-bake cream pies. 	http://en.wikipedia.org/wiki/Jell-O
1193		Lime Gelatin	Lime Gelatin	Jello salad	Jell-O salad (also called gelatin salad, jelly salad, congealed salad, or molded salad) is a salad made with flavored gelatin, fruit and sometimes grated carrots or, more rarely, other vegetables. 	http://en.wikipedia.org/wiki/Jello_salad
2485		Lime Gelatin	Lime Gelatin	Jello salad	Jell-O salad (also called gelatin salad, jelly salad, congealed salad, or molded salad) is a salad made with flavored gelatin, fruit and sometimes grated carrots or, more rarely, other vegetables. 	http://en.wikipedia.org/wiki/Jello_salad
229		Blueberry Jelly Beans	Jelly Beans	Jelly Belly	The Jelly Belly Candy Company, or simply Jelly Belly, formerly known as The Herman Goelitz Candy Company, makes the Jelly Belly jelly bean and other candy. 	http://en.wikipedia.org/wiki/Jelly_Belly
429		Cherry Jelly Beans	Jelly Beans	Jelly Belly	The Jelly Belly Candy Company, or simply Jelly Belly, formerly known as The Herman Goelitz Candy Company, makes the Jelly Belly jelly bean and other candy. 	http://en.wikipedia.org/wiki/Jelly_Belly
1689		Root Beer Jelly Beans	Jelly Beans	Jelly Belly	The Jelly Belly Candy Company, or simply Jelly Belly, formerly known as The Herman Goelitz Candy Company, makes the Jelly Belly jelly bean and other candy. 	http://en.wikipedia.org/wiki/Jelly_Belly
2402		Grape Jelly Beans	Jelly Beans	Jelly Belly	The Jelly Belly Candy Company, or simply Jelly Belly, formerly known as The Herman Goelitz Candy Company, makes the Jelly Belly jelly bean and other candy. 	http://en.wikipedia.org/wiki/Jelly_Belly
1091	Jelly doughnut	Jelly-filled Donuts	Jelly-filled Donuts	Jelly doughnut	Jelly (or jam) doughnut varieties include the German Berliner, Australia and Britain's jam doughnuts, sufganiyot from Israel, and the jelly-filled doughnuts sold in the United States and Canada. 	http://en.wikipedia.org/wiki/Jelly_doughnut
78	Jerky	Asian Style Beef Jerky	Asian Style Beef Jerky	Jerky	Jerky is lean meat that has been trimmed of fat, cut into strips, and then dried to prevent spoilage. 	http://en.wikipedia.org/wiki/Jerky
153		Beef Jerky	Beef Jerky	Jerky	Jerky is lean meat that has been trimmed of fat, cut into strips, and then dried to prevent spoilage. 	http://en.wikipedia.org/wiki/Jerky
154		Beef Jerky	Beef Jerky	Jerky	Jerky is lean meat that has been trimmed of fat, cut into strips, and then dried to prevent spoilage. 	http://en.wikipedia.org/wiki/Jerky
1092		Jerusalem Artichokes	Jerusalem Artichokes	Jerusalem artichoke	The Jerusalem artichoke (Helianthus tuberosus), also called sunroot, sunchoke, earth apple or topinambour, is a species of sunflower native to eastern North America, and found from eastern Canada and Maine west to North Dakota, and south to northern Florida and Texas. 	http://en.wikipedia.org/wiki/Jerusalem_artichoke
1093		Jerusalem Artichokes	Jerusalem Artichokes	Jerusalem artichoke	The Jerusalem artichoke (Helianthus tuberosus), also called sunroot, sunchoke, earth apple or topinambour, is a species of sunflower native to eastern North America, and found from eastern Canada and Maine west to North Dakota, and south to northern Florida and Texas. 	http://en.wikipedia.org/wiki/Jerusalem_artichoke
2691		Sliced Almonds	Sliced Almonds	Jesuite	A Jesuite is triangular, flake pastry filled with frangipane cream and topped with sliced almonds and powdered sugar. 	http://en.wikipedia.org/wiki/Jesuite
2063		Wonton Skins	Wonton Skins	Jiaozi	Jiaozi or if fried, pot sticker, is a type of dumpling commonly eaten across Eastern, Central and Western Asia. 	http://en.wikipedia.org/wiki/Jiaozi
2446		John Dory Fish	John Dory Fish	John Dory	John Dory, also known as St Pierre or Peter's Fish, refers to fish of the genus Zeus, especially Zeus faber, of widespread distribution. 	http://en.wikipedia.org/wiki/John_Dory
1106		Kabocha Squash	Kabocha Squash	Kabocha	Kabocha (Japanese カボチャ, 南瓜), Danhobak (Korean 단호박), Fak Thong (Thai ฟักทอง for "golden squash"), and in Portuguese Cambodia abóbora, is an Asian variety of winter squash of the species Cucurbita maxima. 	http://en.wikipedia.org/wiki/Kabocha
462		Chinese Broccoli	Chinese Broccoli	Kai-lan	Kai-lan (also written as gai-lan) is the Cantonese name for a vegetable that is also known as Chinese broccoli or Chinese kale.	http://en.wikipedia.org/wiki/Kai-lan
463		Chinese Broccoli	Chinese Broccoli	Kai-lan	Kai-lan (also written as gai-lan) is the Cantonese name for a vegetable that is also known as Chinese broccoli or Chinese kale.	http://en.wikipedia.org/wiki/Kai-lan
1107		Kaiser Rolls	Kaiser Rolls	Kaiser roll	The Kaiser roll (German: Kaisersemmel), also called a Vienna roll (Wiener Kaisersemmel; as made by hand also: Handsemmel) or a hard roll, is a typically crusty round bread roll, originally from Austria. 	http://en.wikipedia.org/wiki/Kaiser_roll
1108		Kaiserschmarrn	Kaiserschmarrn	Kaiserschmarrn	Kaiserschmarrn or Kaiserschmarren is a refined variant of the Schmarrn, a shredded pancake, which has its name from the Austrian emperor Kaiser Franz Joseph I of Austria, who was very fond of this kind of fluffy shredded pancake. 	http://en.wikipedia.org/wiki/Kaiserschmarrn
1109		Kale	Kale	Kale	Kale or borecole (Brassica oleracea Acephala Group) is a vegetable with green or purple leaves, in which the central leaves do not form a head. 	http://en.wikipedia.org/wiki/Kale
1110		Kale	Kale	Kale	Kale or borecole (Brassica oleracea Acephala Group) is a vegetable with green or purple leaves, in which the central leaves do not form a head. 	http://en.wikipedia.org/wiki/Kale
1111	Kale	Kale Chips	Kale Chips	Kale	Kale or borecole (Brassica oleracea Acephala Group) is a vegetable with green or purple leaves, in which the central leaves do not form a head. 	http://en.wikipedia.org/wiki/Kale
1664	Kale	Redbor Kale	Redbor Kale	Kale	Kale or borecole (Brassica oleracea Acephala Group) is a vegetable with green or purple leaves, in which the central leaves do not form a head. 	http://en.wikipedia.org/wiki/Kale
2450		Kale	Kale	Kale	Kale or borecole (Brassica oleracea Acephala Group) is a vegetable with green or purple leaves, in which the central leaves do not form a head. 	http://en.wikipedia.org/wiki/Kale
2451		Kale	Kale	Kale	Kale or borecole (Brassica oleracea Acephala Group) is a vegetable with green or purple leaves, in which the central leaves do not form a head. 	http://en.wikipedia.org/wiki/Kale
240		Bonito Flakes	Bonito Flakes	Katsuobushi	Katsuobushi (鰹節 or かつおぶし?), also known as okaka (おかか?) is the Japanese name for dried, fermented, and smoked skipjack tuna (Katsuwonus pelamis). 	http://en.wikipedia.org/wiki/Katsuobushi
1114		Kefir	Kefir	Kefir	Kefir, keefir, or kephir (/kəˈfɪər/ kə-FEER), alternatively Kewra, talai, mudu kekiya, milk kefir, or búlgaros, is a fermented milk drink made with kefir "grains" (a yeast/bacterial fermentation starter) and has its origins in the north Caucasus Mountains.[citation needed] It is prepared by inoculating cow, goat, or sheep milk with kefir grains. 	http://en.wikipedia.org/wiki/Kefir
1115		Kefir	Kefir	Kefir	Kefir, keefir, or kephir (/kəˈfɪər/ kə-FEER), alternatively Kewra, talai, mudu kekiya, milk kefir, or búlgaros, is a fermented milk drink made with kefir "grains" (a yeast/bacterial fermentation starter) and has its origins in the north Caucasus Mountains.[citation needed] It is prepared by inoculating cow, goat, or sheep milk with kefir grains. 	http://en.wikipedia.org/wiki/Kefir
1116		Ketchup	Ketchup	Ketchup	Ketchup (/ˈkɛtʃəp/ or /ˈkɛtʃʌp/), also catsup, is a table sauce. 	http://en.wikipedia.org/wiki/Ketchup
2453		Kettle Corn	Kettle Corn	Kettle corn	Kettle corn is a sweet-and-salty variety of popcorn that is typically mixed or seasoned with a light-colored refined sugar, salt, and oil. 	http://en.wikipedia.org/wiki/Kettle_corn
1121		Key Limes	Key Limes	Key lime	The Key lime (Citrus × aurantiifolia) is a citrus species with a globose fruit, 2.5–5 cm in diameter (1–2 in), that is yellow when ripe but usually picked green commercially. 	http://en.wikipedia.org/wiki/Key_lime
1119		Key Lime Juice	Key Lime Juice	Key lime pie	Key lime pie is an American dessert made of Key lime juice, egg yolks, and sweetened condensed milk in a pie crust. 	http://en.wikipedia.org/wiki/Key_lime_pie
1120		Key Lime Juice	Key Lime Juice	Key lime pie	Key lime pie is an American dessert made of Key lime juice, egg yolks, and sweetened condensed milk in a pie crust. 	http://en.wikipedia.org/wiki/Key_lime_pie
2455		Key Lime Juice	Key Lime Juice	Key lime pie	Key lime pie is an American dessert made of Key lime juice, egg yolks, and sweetened condensed milk in a pie crust. 	http://en.wikipedia.org/wiki/Key_lime_pie
1122		Kidney Beans	Kidney Beans	Kidney bean	The kidney bean is a variety of common bean (Phaseolus vulgaris).	http://en.wikipedia.org/wiki/Kidney_bean
2456		Kielbasa	Kielbasa	Kielbasa	Kiełbasa, kołbasa, klobasa, kobasa, kolbasi, kovbasa, kobasi, and kubasa are common North American anglicizations for a type of Central and Eastern European sausage. 	http://en.wikipedia.org/wiki/Kielbasa
1123		Kimchi	Kimchi	Kimchi	Kimchi (Korean: 김치 Korean pronunciation: [kimtɕʰi]; English pronunciation: /ˈkɪmtʃi/), also spelled kimchee or gimchi, is a traditional fermented Korean side dish made of vegetables with a variety of seasonings. 	http://en.wikipedia.org/wiki/Kimchi
2457		Kimchi	Kimchi	Kimchi	Kimchi (Korean: 김치 Korean pronunciation: [kimtɕʰi]; English pronunciation: /ˈkɪmtʃi/), also spelled kimchee or gimchi, is a traditional fermented Korean side dish made of vegetables with a variety of seasonings. 	http://en.wikipedia.org/wiki/Kimchi
1871		Stone Crab Claws	Stone Crab Claws	King crab	King crabs, also called stone crabs, are a superfamily of crab-like decapod crustaceans chiefly found in cold seas. 	http://en.wikipedia.org/wiki/King_crab
2288		Cold-smoked Kippers	Kippers	Kipper	"A kipper is a whole herring, a small, oily fish, that has been split in butterfly fashion from tail to head along the dorsal ridge, gutted, salted or pickled, and cold smoked over smouldering woodchips (typically oak).
"	http://en.wikipedia.org/wiki/Kipper
2696		Smoked Kippers	Kippers	Kipper	"A kipper is a whole herring, a small, oily fish, that has been split in butterfly fashion from tail to head along the dorsal ridge, gutted, salted or pickled, and cold smoked over smouldering woodchips (typically oak).
"	http://en.wikipedia.org/wiki/Kipper
2266		Chocolate Wafers	Chocolate Wafers	Kit Kat	Kit Kat is a chocolate-covered wafer biscuit bar confection that was created by Rowntree's of York, England, and is now produced globally by Nestlé (which acquired Rowntree in 1988) with the exception of the United States where it is made under license by The Hershey Company. 	http://en.wikipedia.org/wiki/Kit_Kat
1126		Kiwi	Kiwi	Kiwi	The kiwifruit or Chinese gooseberry (often shortened to kiwi outside New Zealand), is the edible berry of a woody vine in the genus Actinidia.	http://en.wikipedia.org/wiki/Kiwifruit
1127		Kiwi	Kiwi	Kiwi	The kiwifruit or Chinese gooseberry (often shortened to kiwi outside New Zealand), is the edible berry of a woody vine in the genus Actinidia.	http://en.wikipedia.org/wiki/Kiwifruit
1128		Kiwi	Kiwi	Kiwi	The kiwifruit or Chinese gooseberry (often shortened to kiwi outside New Zealand), is the edible berry of a woody vine in the genus Actinidia.	http://en.wikipedia.org/wiki/Kiwifruit
1129		Kiwi	Kiwi	Kiwi	The kiwifruit or Chinese gooseberry (often shortened to kiwi outside New Zealand), is the edible berry of a woody vine in the genus Actinidia.	http://en.wikipedia.org/wiki/Kiwifruit
1130		Knockwurst	Knockwurst	Knackwurst	"Knackwurst may refer to a variety of sausage types, depending on the geographical region.
"	http://en.wikipedia.org/wiki/Knackwurst
2459		Knockwurst	Knockwurst	Knackwurst	"Knackwurst may refer to a variety of sausage types, depending on the geographical region.
"	http://en.wikipedia.org/wiki/Knackwurst
1529	Knish	Potato Knishes	Potato Knishes	Knish	"A knish /ˈknɪʃ/ or knysh is an Eastern European snack food made popular in North America by Eastern European immigrants (mainly Polish).
"	http://en.wikipedia.org/wiki/Knish
1131		Knodel	Knodel	Knödel	Knödel (singular: der Knödel), or Klöße (singular: der Kloß), are large round poached or boiled potato or bread dumplings, made without yeast. 	http://en.wikipedia.org/wiki/Kn%C3%B6del
1135		Kohlrabi	Kohlrabi	Kohlrabi	Kohlrabi (German turnip or turnip cabbage) (Brassica oleracea Gongylodes group) (Olkopi in Assamese and Bengali) (Monji Haak in Kashmiri) is an annualvegetable, and is a low, stout cultivar of cabbage.	http://en.wikipedia.org/wiki/Kohlrabi
1136		Kohlrabi	Kohlrabi	Kohlrabi	Kohlrabi (German turnip or turnip cabbage) (Brassica oleracea Gongylodes group) (Olkopi in Assamese and Bengali) (Monji Haak in Kashmiri) is an annualvegetable, and is a low, stout cultivar of cabbage.	http://en.wikipedia.org/wiki/Kohlrabi
